,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01810,mcc:717980,mcc,I0FQZ3,target_eukaryotes.csv
0,K01810,mmu:14751,mmu,P06745,target_eukaryotes.csv
0,K01810,rno:292804,rno,Q6P6V0,target_eukaryotes.csv
0,K01810,maua:101830188,maua,A0A1U7QYI9,target_eukaryotes.csv
0,K01810,hgl:101720720,hgl,A0A0A7HRG4,target_eukaryotes.csv
0,K01810,cpoc:100719769,cpoc,H0VCM3,target_eukaryotes.csv
0,K01810,cfa:611942,cfa,A0A8C0M159,target_eukaryotes.csv
0,K01810,mlf:102439996,mlf,G1NZ86,target_eukaryotes.csv
0,K01810,gga:415783,gga,Q5ZMU3,target_eukaryotes.csv
0,K01810,acs:100568208,acs,H9G532,target_eukaryotes.csv
0,K01810,xla:444192,xla,Q6GP33,target_eukaryotes.csv
0,K01810,xla:108714108,xla,A0A1L8GL32,target_eukaryotes.csv
0,K01810,dre:246095,dre,Q0IJ39,target_eukaryotes.csv
0,K01810,dre:246094,dre,Q8QFU2,target_eukaryotes.csv
0,K01810,amex:103031298,amex,A0A8B9LB59,target_eukaryotes.csv
0,K01810,ola:101165966,ola,A0A3B3H9P7,target_eukaryotes.csv
0,K01810,ola:101173933,ola,H2L3I7,target_eukaryotes.csv
0,K01810,pret:103462637,pret,A0A3P9NN11,target_eukaryotes.csv
0,K01810,nfu:107382085,nfu,A0A1A8AMT3,target_eukaryotes.csv
0,K01810,nfu:107389108,nfu,A0A1A8AUV3,target_eukaryotes.csv
0,K01810,bfo:118418022,bfo,A0A9J7LCX9,target_eukaryotes.csv
0,K01810,dme:Dmel_CG8251,dme,P52029,target_eukaryotes.csv
0,K01810,dpx:DAPPUDRAFT_302344,dpx,E9GCK2,target_eukaryotes.csv
0,K01810,cel:CELE_Y87G2A.8,cel,Q7K707,target_eukaryotes.csv
0,K01810,tad:TRIADDRAFT_19465,tad,B3RJ35,target_eukaryotes.csv
0,K01810,aqu:100636863,aqu,A0A1X7VHW8,target_eukaryotes.csv
0,K01810,ath:AT4G24620,ath,Q8H103,target_eukaryotes.csv
0,K01810,ath:AT5G42740,ath,P34795,target_eukaryotes.csv
0,K01810,mtr:11426025,mtr,G7KBI3,target_eukaryotes.csv
0,K01810,mtr:11434432,mtr,G7KJZ8,target_eukaryotes.csv
0,K01810,osa:4347311,osa,B9G418,target_eukaryotes.csv
0,K01810,osa:4334290,osa,P42862,target_eukaryotes.csv
0,K01810,osa:4340677,osa,P42863,target_eukaryotes.csv
0,K01810,osa:4345842,osa,Q0J4Z8,target_eukaryotes.csv
0,K01810,bdi:100821500,bdi,I1HMC6,target_eukaryotes.csv
0,K01810,bdi:100828035,bdi,I1IQV5,target_eukaryotes.csv
0,K01810,zma:542313,zma,P49105,target_eukaryotes.csv
0,K01810,zma:100382805,zma,C0PAU7,target_eukaryotes.csv
0,K01810,smo:SELMODRAFT_409075,smo,D8R9C6,target_eukaryotes.csv
0,K01810,smo:SELMODRAFT_89539,smo,D8RBX5,target_eukaryotes.csv
0,K01810,smo:SELMODRAFT_147101,smo,D8RGX3,target_eukaryotes.csv
0,K01810,smo:SELMODRAFT_104526,smo,D8RXP9,target_eukaryotes.csv
0,K01810,smo:SELMODRAFT_108783,smo,D8S5I4,target_eukaryotes.csv
0,K01810,cre:CHLRE_03g175400v5,cre,A8IE23,target_eukaryotes.csv
0,K01810,sce:YBR196C,sce,P12709,target_eukaryotes.csv
0,K01810,ppa:PAS_chr3_0456,ppa,C4R4L7,target_eukaryotes.csv
0,K01810,ncr:NCU07281,ncr,Q7S986,target_eukaryotes.csv
0,K01810,ani:ANIA_06037,ani,Q5B093,target_eukaryotes.csv
0,K01810,spo:SPBC1604.05,spo,P78917,target_eukaryotes.csv
0,K01810,cne:CNB04050,cne,Q5KLU5,target_eukaryotes.csv
0,K01810,cng:CNAG_03916,cng,J9VJ43,target_eukaryotes.csv
0,K01810,scm:SCHCO_02512665,scm,D8QE58,target_eukaryotes.csv
0,K01810,uma:UMAG_15008,uma,A0A0D1DUK2,target_eukaryotes.csv
0,K01810,ddi:DDB_G0283673,ddi,Q5V9E9,target_eukaryotes.csv
0,K01810,tet:TTHERM_01108700,tet,Q22B85,target_eukaryotes.csv
0,K01810,tps:THAPSDRAFT_39973,tps,B8BYC8,target_eukaryotes.csv
0,K01810,tps:THAPSDRAFT_270301,tps,B8C0P8,target_eukaryotes.csv
0,K01810,ngr:NAEGRDRAFT_924,ngr,D2V767,target_eukaryotes.csv
