,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00031,mcc:701480,mcc,I0FRE5,target_eukaryotes.csv
0,K00031,mcc:710019,mcc,I2CTQ9,target_eukaryotes.csv
0,K00031,mmu:15926,mmu,O88844,target_eukaryotes.csv
0,K00031,mmu:269951,mmu,P54071,target_eukaryotes.csv
0,K00031,rno:361596,rno,P56574,target_eukaryotes.csv
0,K00031,rno:24479,rno,P41562,target_eukaryotes.csv
0,K00031,maua:101836103,maua,A0A1U7QMD6,target_eukaryotes.csv
0,K00031,maua:101826284,maua,A0A1U7QNX2,target_eukaryotes.csv
0,K00031,cpoc:100729107,cpoc,H0VP28,target_eukaryotes.csv
0,K00031,cpoc:100726681,cpoc,H0VCH1,target_eukaryotes.csv
0,K00031,cfa:478889,cfa,F1PZA1,target_eukaryotes.csv
0,K00031,mpuf:101681001,mpuf,M3YWC0,target_eukaryotes.csv
0,K00031,mpuf:101682823,mpuf,M3XN60,target_eukaryotes.csv
0,K00031,fca:751618,fca,M3W1B8,target_eukaryotes.csv
0,K00031,gga:431056,gga,Q5ZL82,target_eukaryotes.csv
0,K00031,clv:102088917,clv,A0A2I0LXI3,target_eukaryotes.csv
0,K00031,acs:100564823,acs,H9GFQ1,target_eukaryotes.csv
0,K00031,acs:100566676,acs,G1KJG1,target_eukaryotes.csv
0,K00031,xla:380013,xla,Q7SYW4,target_eukaryotes.csv
0,K00031,xla:494713,xla,Q640H5,target_eukaryotes.csv
0,K00031,xla:108703071,xla,A0A1L8EPX4,target_eukaryotes.csv
0,K00031,xla:108711446,xla,A0A974DD96,target_eukaryotes.csv
0,K00031,dre:100006589,dre,Q802Y2,target_eukaryotes.csv
0,K00031,dre:386951,dre,Q7ZUP6,target_eukaryotes.csv
0,K00031,amex:103037962,amex,A0A8T2LTY2,target_eukaryotes.csv
0,K00031,amex:103035389,amex,A0A8B9L4L7,target_eukaryotes.csv
0,K00031,tru:101076045,tru,A0A674PPN3,target_eukaryotes.csv
0,K00031,ola:101166704,ola,H2MB62,target_eukaryotes.csv
0,K00031,pret:103466626,pret,A0A3P9NN49,target_eukaryotes.csv
0,K00031,pret:103481834,pret,A0A3P9Q7D6,target_eukaryotes.csv
0,K00031,nfu:107381484,nfu,A0A9D3BMQ9,target_eukaryotes.csv
0,K00031,nfu:107388798,nfu,A0A1A8VAN9,target_eukaryotes.csv
0,K00031,nfu:107389553,nfu,A0A1A7ZAB8,target_eukaryotes.csv
0,K00031,bfo:118409495,bfo,A0A9J7KM48,target_eukaryotes.csv
0,K00031,bfo:118424129,bfo,A0A9J7LTW6,target_eukaryotes.csv
0,K00031,cin:100184016,cin,F6QFH5,target_eukaryotes.csv
0,K00031,spu:580429,spu,A0A7M7RGF5,target_eukaryotes.csv
0,K00031,dme:Dmel_CG7176,dme,B7Z0E0,target_eukaryotes.csv
0,K00031,tca:659013,tca,D6WMM9,target_eukaryotes.csv
0,K00031,tca:657289,tca,D6X0W4,target_eukaryotes.csv
0,K00031,dpx:DAPPUDRAFT_299809,dpx,E9FRV3,target_eukaryotes.csv
0,K00031,dpx:DAPPUDRAFT_301820,dpx,E9GAE4,target_eukaryotes.csv
0,K00031,cel:CELE_F59B8.2,cel,H9G2T4,target_eukaryotes.csv
0,K00031,nve:5513617,nve,A7S378,target_eukaryotes.csv
0,K00031,nve:5513984,nve,A7S2F7,target_eukaryotes.csv
0,K00031,hmg:100208927,hmg,A0A8B6XP96,target_eukaryotes.csv
0,K00031,tad:TRIADDRAFT_35221,tad,B3RKG9,target_eukaryotes.csv
0,K00031,tad:TRIADDRAFT_23270,tad,B3RRC0,target_eukaryotes.csv
0,K00031,aqu:100636618,aqu,A0A1X7V7G5,target_eukaryotes.csv
0,K00031,ath:AT1G54340,ath,Q9SLK0,target_eukaryotes.csv
0,K00031,ath:AT1G65930,ath,Q9SRZ6,target_eukaryotes.csv
0,K00031,ath:AT5G14590,ath,Q8LPJ5,target_eukaryotes.csv
0,K00031,mtr:11445769,mtr,G7IT36,target_eukaryotes.csv
0,K00031,mtr:11425956,mtr,G7KFV7,target_eukaryotes.csv
0,K00031,mtr:11419675,mtr,G7KHI5,target_eukaryotes.csv
0,K00031,osa:4324176,osa,Q7F280,target_eukaryotes.csv
0,K00031,osa:4327213,osa,Q9XHX4,target_eukaryotes.csv
0,K00031,osa:4336353,osa,Q0JBV4,target_eukaryotes.csv
0,K00031,osa:4339674,osa,A0A0P0WR73,target_eukaryotes.csv
0,K00031,bdi:100837485,bdi,I1HPZ8,target_eukaryotes.csv
0,K00031,bdi:100837048,bdi,I1IZH5,target_eukaryotes.csv
0,K00031,bdi:100837775,bdi,I1HDV5,target_eukaryotes.csv
0,K00031,zma:100191657,zma,B4F9M9,target_eukaryotes.csv
0,K00031,zma:100217128,zma,B4FLJ3,target_eukaryotes.csv
0,K00031,zma:100272371,zma,C0PD27,target_eukaryotes.csv
0,K00031,zma:100274592,zma,B4G249,target_eukaryotes.csv
0,K00031,smo:SELMODRAFT_84397,smo,D8R492,target_eukaryotes.csv
0,K00031,smo:SELMODRAFT_267315,smo,D8RFG1,target_eukaryotes.csv
0,K00031,smo:SELMODRAFT_268459,smo,D8SDL9,target_eukaryotes.csv
0,K00031,smo:SELMODRAFT_129507,smo,D8T0X0,target_eukaryotes.csv
0,K00031,sce:YDL066W,sce,P21954,target_eukaryotes.csv
0,K00031,sce:YLR174W,sce,P41939,target_eukaryotes.csv
0,K00031,sce:YNL009W,sce,P53982,target_eukaryotes.csv
0,K00031,ppa:PAS_chr1-1_0233,ppa,C4QWH9,target_eukaryotes.csv
0,K00031,ppa:PAS_chr2-1_0580,ppa,C4R142,target_eukaryotes.csv
0,K00031,ncr:NCU03857,ncr,V5ILI1,target_eukaryotes.csv
0,K00031,spo:SPAC6G10.08,spo,O14254,target_eukaryotes.csv
0,K00031,cne:CNB04090,cne,Q5KLU0,target_eukaryotes.csv
0,K00031,cng:CNAG_03920,cng,J9VP27,target_eukaryotes.csv
0,K00031,scm:SCHCO_02637221,scm,D8QDQ7,target_eukaryotes.csv
0,K00031,uma:UMAG_06111,uma,A0A0D1DNL5,target_eukaryotes.csv
0,K00031,ddi:DDB_G0272208,ddi,Q75JR3,target_eukaryotes.csv
0,K00031,ddi:DDB_G0272210,ddi,Q75JR2,target_eukaryotes.csv
0,K00031,tet:TTHERM_00196200,tet,Q23K14,target_eukaryotes.csv
0,K00031,tet:TTHERM_00794110,tet,Q23W20,target_eukaryotes.csv
