,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00764,eco:b2312,eco,P0AG16,target_prokaryotes.csv
0,K00764,sfl:SF2388,sfl,P0AG17,target_prokaryotes.csv
0,K00764,kpn:KPN_02702,kpn,A6TBZ8,target_prokaryotes.csv
0,K00764,ype:YPO2772,ype,A0A2S9PI87,target_prokaryotes.csv
0,K00764,hin:HI_1207,hin,P43854,target_prokaryotes.csv
0,K00764,vch:VC_1004,vch,Q9KT99,target_prokaryotes.csv
0,K00764,pae:PA3108,pae,Q51342,target_prokaryotes.csv
0,K00764,aeo:O23A_p1704,aeo,A0A0W0B6R9,target_prokaryotes.csv
0,K00764,ngo:NGO_0263,ngo,Q5F9X3,target_prokaryotes.csv
0,K00764,bpe:BP1415,bpe,Q7VYD4,target_prokaryotes.csv
0,K00764,rle:RL1546,rle,Q1MJ19,target_prokaryotes.csv
0,K00764,tdn:Suden_1871,tdn,Q30PD6,target_prokaryotes.csv
0,K00764,cje:Cj0196c,cje,Q0PBU3,target_prokaryotes.csv
0,K00764,bsu:BSU06490,bsu,P00497,target_prokaryotes.csv
0,K00764,ban:BA_0295,ban,A0A1J9VY02,target_prokaryotes.csv
0,K00764,sau:SA0922,sau,P99164,target_prokaryotes.csv
0,K00764,sac:SACOL1079,sac,Q5HH14,target_prokaryotes.csv
0,K00764,sep:SE_0768,sep,Q8CT30,target_prokaryotes.csv
0,K00764,lmo:lmo1768,lmo,Q8Y6C2,target_prokaryotes.csv
0,K00764,lin:purF,lin,Q92AP0,target_prokaryotes.csv
0,K00764,lla:L171350,lla,Q9CFF0,target_prokaryotes.csv
0,K00764,spy:SPy_0026,spy,Q9A1Z1,target_prokaryotes.csv
0,K00764,spn:SP_0046,spn,A0A0H2UN09,target_prokaryotes.csv
0,K00764,lac:LBA1555,lac,Q5FIV2,target_prokaryotes.csv
0,K00764,efa:EF1781,efa,Q833Z0,target_prokaryotes.csv
0,K00764,cbo:CBO2876,cbo,A5I5W2,target_prokaryotes.csv
0,K00764,cbo:CBO2913,cbo,A5I5Z6,target_prokaryotes.csv
0,K00764,mtu:Rv0808,mtu,P9WHQ7,target_prokaryotes.csv
0,K00764,msm:MSMEG_5800,msm,A0R4E0,target_prokaryotes.csv
0,K00764,cdi:DIP1920,cdi,Q6NFH1,target_prokaryotes.csv
0,K00764,cdo:CDOO_11305,cdo,A0A097II27,target_prokaryotes.csv
0,K00764,pac:PPA1970,pac,Q6A6C7,target_prokaryotes.csv
0,K00764,sen:SACE_7125,sen,A4FQF8,target_prokaryotes.csv
0,K00764,ana:all3651,ana,Q8YR07,target_prokaryotes.csv
0,K00764,dra:DR_0220,dra,Q9RXT6,target_prokaryotes.csv
0,K00764,aba:Acid345_4621,aba,Q1IHM9,target_prokaryotes.csv
0,K00764,fnu:FN0987,fnu,Q8REV2,target_prokaryotes.csv
0,K00764,bfr:BF1301,bfr,Q64WS5,target_prokaryotes.csv
0,K00764,bfr:BF2637,bfr,Q64SZ2,target_prokaryotes.csv
0,K00764,tma:TM1247,tma,Q9X0X4,target_prokaryotes.csv
0,K00764,afu:AF_0873,afu,O29388,target_prokaryotes.csv
