,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00927,eco:b2926,eco,P0A799,target_prokaryotes.csv
0,K00927,sfl:SF2911,sfl,P0A7A1,target_prokaryotes.csv
0,K00927,kpn:KPN_03355,kpn,A6TDT1,target_prokaryotes.csv
0,K00927,ype:YPO0921,ype,Q8ZHH3,target_prokaryotes.csv
0,K00927,bab:bbp_400,bab,P59461,target_prokaryotes.csv
0,K00927,hin:HI_0525,hin,P43726,target_prokaryotes.csv
0,K00927,vch:VC_0477,vch,P0C6Q3,target_prokaryotes.csv
0,K00927,pae:PA0552,pae,Q9I5Y4,target_prokaryotes.csv
0,K00927,aeo:O23A_p4445,aeo,A0A0W0AL29,target_prokaryotes.csv
0,K00927,ngo:NGO_1919,ngo,Q5F5K5,target_prokaryotes.csv
0,K00927,bpe:BP1001,bpe,Q7VZB8,target_prokaryotes.csv
0,K00927,rle:RL4011,rle,Q1MC31,target_prokaryotes.csv
0,K00927,hpy:HP_1345,hpy,P56154,target_prokaryotes.csv
0,K00927,tdn:Suden_1753,tdn,Q30PQ4,target_prokaryotes.csv
0,K00927,cje:Cj1402c,cje,Q9PMQ5,target_prokaryotes.csv
0,K00927,bsu:BSU33930,bsu,P40924,target_prokaryotes.csv
0,K00927,ban:BA_5367,ban,Q81X75,target_prokaryotes.csv
0,K00927,sau:SA0728,sau,P99135,target_prokaryotes.csv
0,K00927,sac:SACOL0839,sac,Q5HHP4,target_prokaryotes.csv
0,K00927,sep:SE_0558,sep,Q8CTD6,target_prokaryotes.csv
0,K00927,lmo:lmo2458,lmo,Q8Y4I2,target_prokaryotes.csv
0,K00927,lin:pgk,lin,Q928I0,target_prokaryotes.csv
0,K00927,lla:L0010,lla,Q9CIW1,target_prokaryotes.csv
0,K00927,spy:SPy_1881,spy,P68897,target_prokaryotes.csv
0,K00927,spn:SP_0499,spn,Q97S89,target_prokaryotes.csv
0,K00927,lac:LBA0699,lac,Q5FL50,target_prokaryotes.csv
0,K00927,efa:EF1963,efa,Q833I9,target_prokaryotes.csv
0,K00927,cbo:CBO0227,cbo,A5HYC0,target_prokaryotes.csv
0,K00927,mpn:MPN_429,mpn,P78018,target_prokaryotes.csv
0,K00927,mtu:Rv1437,mtu,P9WID1,target_prokaryotes.csv
0,K00927,msm:MSMEG_3085,msm,A0QWW3,target_prokaryotes.csv
0,K00927,cdi:DIP1309,cdi,P62411,target_prokaryotes.csv
0,K00927,cdo:CDOO_07620,cdo,A0A097IG76,target_prokaryotes.csv
0,K00927,pac:PPA0817,pac,Q6A9J3,target_prokaryotes.csv
0,K00927,sen:SACE_2144,sen,A4FBM5,target_prokaryotes.csv
0,K00927,ana:all4131,ana,Q8YPR1,target_prokaryotes.csv
0,K00927,dra:DR_1342,dra,Q9RUP2,target_prokaryotes.csv
0,K00927,ctr:CT_693,ctr,P0CD78,target_prokaryotes.csv
0,K00927,bbu:BB_0056,bbu,Q59181,target_prokaryotes.csv
0,K00927,tpa:TP_0538,tpa,O83549,target_prokaryotes.csv
0,K00927,aba:Acid345_2542,aba,Q1INK7,target_prokaryotes.csv
0,K00927,fnu:FN0654,fnu,Q8RFN7,target_prokaryotes.csv
0,K00927,bfr:BF3269,bfr,Q64R68,target_prokaryotes.csv
0,K00927,tma:TM0689,tma,P36204,target_prokaryotes.csv
