,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01785,eco:b0756,eco,P0A9C3,target_prokaryotes.csv
0,K01785,eco:b3879,eco,P32139,target_prokaryotes.csv
0,K01785,sfl:SF0548,sfl,P0A9C4,target_prokaryotes.csv
0,K01785,sfl:SF3951,sfl,A0A0H2V3P4,target_prokaryotes.csv
0,K01785,kpn:KPN_00770,kpn,A6T6I5,target_prokaryotes.csv
0,K01785,hin:HI_0818,hin,P31765,target_prokaryotes.csv
0,K01785,vch:VC_1594,vch,Q9KRP2,target_prokaryotes.csv
0,K01785,aeo:O23A_p3910,aeo,A0A1Z1NV58,target_prokaryotes.csv
0,K01785,rle:RL4228,rle,Q1MBG6,target_prokaryotes.csv
0,K01785,rle:RL4605,rle,Q1MAF0,target_prokaryotes.csv
0,K01785,bsu:BSU18360,bsu,P39840,target_prokaryotes.csv
0,K01785,sau:SA2129,sau,A0A0H3JN87,target_prokaryotes.csv
0,K01785,sac:SACOL2332,sac,A0A0H2WXU4,target_prokaryotes.csv
0,K01785,sep:SE_1913,sep,A0A0H2VJX5,target_prokaryotes.csv
0,K01785,lmo:lmo2476,lmo,Q8Y4G7,target_prokaryotes.csv
0,K01785,lin:lin2619,lin,Q928B7,target_prokaryotes.csv
0,K01785,lla:L0232,lla,Q9CFG9,target_prokaryotes.csv
0,K01785,lla:L0029,lla,Q9CE62,target_prokaryotes.csv
0,K01785,spn:SP_0066,spn,A0A0H2UMV2,target_prokaryotes.csv
0,K01785,lac:LBA1457,lac,Q5FJ46,target_prokaryotes.csv
0,K01785,efa:EF0955,efa,Q836Y9,target_prokaryotes.csv
0,K01785,efa:EF1068,efa,Q836P1,target_prokaryotes.csv
0,K01785,msm:MSMEG_0717,msm,A0QQD7,target_prokaryotes.csv
0,K01785,cdi:DIP1011,cdi,Q6NHW9,target_prokaryotes.csv
0,K01785,pac:PPA1015,pac,Q6A8Z9,target_prokaryotes.csv
0,K01785,sen:SACE_0644,sen,A4F7G5,target_prokaryotes.csv
0,K01785,sen:SACE_3904,sen,A4FGK0,target_prokaryotes.csv
0,K01785,dra:DR_0747,dra,Q9RWC2,target_prokaryotes.csv
0,K01785,aba:Acid345_0321,aba,Q1IUX4,target_prokaryotes.csv
0,K01785,aba:Acid345_1147,aba,Q1ISK0,target_prokaryotes.csv
0,K01785,fnu:FN1707,fnu,Q8RIA2,target_prokaryotes.csv
0,K01785,bfr:BF0352,bfr,Q64ZH5,target_prokaryotes.csv
0,K01785,bfr:BF1655,bfr,Q64VS3,target_prokaryotes.csv
0,K01785,bfr:BF4385,bfr,Q64N14,target_prokaryotes.csv
0,K01785,tma:TM0282,tma,Q9WYB8,target_prokaryotes.csv
