,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01188,bfo:118413256,bfo,A0A9J7MMC2,target_eukaryotes.csv
0,K01188,bfo:118414111,bfo,A0A9J7L168,target_eukaryotes.csv
0,K01188,bfo:118425251,bfo,A0A9J7LX57,target_eukaryotes.csv
0,K01188,bfo:118428557,bfo,A0A9J7M5L4,target_eukaryotes.csv
0,K01188,nve:5517918,nve,A7RRX8,target_eukaryotes.csv
0,K01188,ath:AT1G02850,ath,B3H5Q1,target_eukaryotes.csv
0,K01188,ath:AT1G26560,ath,Q9FZE0,target_eukaryotes.csv
0,K01188,ath:AT1G45191,ath,Q3ECW8,target_eukaryotes.csv
0,K01188,ath:AT1G60090,ath,Q9ZUI3,target_eukaryotes.csv
0,K01188,ath:AT1G60260,ath,Q8RXN9,target_eukaryotes.csv
0,K01188,ath:AT1G60270,ath,Q682B4,target_eukaryotes.csv
0,K01188,ath:AT1G66270,ath,Q9C525,target_eukaryotes.csv
0,K01188,ath:AT1G66280,ath,Q9C8Y9,target_eukaryotes.csv
0,K01188,ath:AT1G75940,ath,Q84WV2,target_eukaryotes.csv
0,K01188,ath:AT2G25630,ath,Q9SLA0,target_eukaryotes.csv
0,K01188,ath:AT2G32860,ath,O48779,target_eukaryotes.csv
0,K01188,ath:AT2G44450,ath,O64879,target_eukaryotes.csv
0,K01188,ath:AT2G44460,ath,Q4V3B3,target_eukaryotes.csv
0,K01188,ath:AT2G44470,ath,Q8GXT2,target_eukaryotes.csv
0,K01188,ath:AT2G44480,ath,O64882,target_eukaryotes.csv
0,K01188,ath:AT2G44490,ath,O64883,target_eukaryotes.csv
0,K01188,ath:AT3G03640,ath,O82772,target_eukaryotes.csv
0,K01188,ath:AT3G09260,ath,Q9SR37,target_eukaryotes.csv
0,K01188,ath:AT3G21370,ath,Q9LIF9,target_eukaryotes.csv
0,K01188,ath:AT3G47050,ath,F4JAB9,target_eukaryotes.csv
0,K01188,ath:AT3G60120,ath,Q9M1D1,target_eukaryotes.csv
0,K01188,ath:AT3G60130,ath,Q9M1D0,target_eukaryotes.csv
0,K01188,ath:AT3G60140,ath,Q9M1C9,target_eukaryotes.csv
0,K01188,ath:AT3G62740,ath,Q9LZJ1,target_eukaryotes.csv
0,K01188,ath:AT3G62750,ath,Q67XN2,target_eukaryotes.csv
0,K01188,ath:AT4G22100,ath,O65458,target_eukaryotes.csv
0,K01188,ath:AT4G27820,ath,Q9STP4,target_eukaryotes.csv
0,K01188,ath:AT4G27830,ath,Q93ZI4,target_eukaryotes.csv
0,K01188,ath:AT5G16580,ath,Q9FMD8,target_eukaryotes.csv
0,K01188,ath:AT5G24540,ath,Q9FLU9,target_eukaryotes.csv
0,K01188,ath:AT5G24550,ath,Q9FLU8,target_eukaryotes.csv
0,K01188,ath:AT5G28510,ath,Q9LKR7,target_eukaryotes.csv
0,K01188,ath:AT5G36890,ath,Q9FIW4,target_eukaryotes.csv
0,K01188,ath:AT5G42260,ath,Q9FH03,target_eukaryotes.csv
0,K01188,ath:AT5G44640,ath,Q9LU02,target_eukaryotes.csv
0,K01188,ath:AT5G54570,ath,Q9FIU7,target_eukaryotes.csv
0,K01188,mtr:11436330,mtr,G7IHR1,target_eukaryotes.csv
0,K01188,mtr:11416444,mtr,G7IX47,target_eukaryotes.csv
0,K01188,mtr:11415428,mtr,A8TVR1,target_eukaryotes.csv
0,K01188,mtr:11419234,mtr,G7JP63,target_eukaryotes.csv
0,K01188,mtr:11422509,mtr,G7I6K4,target_eukaryotes.csv
0,K01188,mtr:11445706,mtr,G7JHH4,target_eukaryotes.csv
0,K01188,mtr:11418264,mtr,G7KKR4,target_eukaryotes.csv
0,K01188,mtr:11412670,mtr,G7KKR8,target_eukaryotes.csv
0,K01188,mtr:11422824,mtr,G7KKS5,target_eukaryotes.csv
0,K01188,mtr:25492633,mtr,A0A072UMJ5,target_eukaryotes.csv
0,K01188,mtr:25492638,mtr,A0A072UKL7,target_eukaryotes.csv
0,K01188,mtr:25492639,mtr,A0A072UWR5,target_eukaryotes.csv
0,K01188,mtr:25492641,mtr,A0A072UKM3,target_eukaryotes.csv
0,K01188,mtr:25492642,mtr,A0A072ULP4,target_eukaryotes.csv
0,K01188,mtr:25492649,mtr,A8TVQ5,target_eukaryotes.csv
0,K01188,mtr:25492945,mtr,A0A072UN16,target_eukaryotes.csv
0,K01188,mtr:25488726,mtr,A0A072V4Q7,target_eukaryotes.csv
0,K01188,mtr:25488770,mtr,A0A072UVY4,target_eukaryotes.csv
0,K01188,osa:4347441,osa,Q0J0N4,target_eukaryotes.csv
0,K01188,osa:4347545,osa,B7F7K7,target_eukaryotes.csv
0,K01188,osa:4347547,osa,Q0J0G1,target_eukaryotes.csv
0,K01188,osa:4347546,osa,Q0J0G2,target_eukaryotes.csv
0,K01188,osa:4348315,osa,Q339X2,target_eukaryotes.csv
0,K01188,osa:4326948,osa,Q5JK35,target_eukaryotes.csv
0,K01188,osa:9267759,osa,B7F8N7,target_eukaryotes.csv
0,K01188,osa:4332041,osa,Q8L7J2,target_eukaryotes.csv
0,K01188,osa:4336142,osa,Q7F9K4,target_eukaryotes.csv
0,K01188,osa:4336145,osa,Q7XKV4,target_eukaryotes.csv
0,K01188,osa:4338556,osa,Q0DIT2,target_eukaryotes.csv
0,K01188,osa:9270758,osa,B9FHH2,target_eukaryotes.csv
0,K01188,osa:4338560,osa,Q60DX8,target_eukaryotes.csv
0,K01188,osa:4338558,osa,Q60DY1,target_eukaryotes.csv
0,K01188,osa:4341870,osa,Q0DA21,target_eukaryotes.csv
0,K01188,osa:4340890,osa,Q5Z9Z0,target_eukaryotes.csv
0,K01188,osa:4345996,osa,Q7EXZ4,target_eukaryotes.csv
0,K01188,osa:4325106,osa,Q5N863,target_eukaryotes.csv
0,K01188,osa:4345995,osa,Q84YK7,target_eukaryotes.csv
0,K01188,bdi:100822927,bdi,I1H860,target_eukaryotes.csv
0,K01188,bdi:100838973,bdi,I1GYR2,target_eukaryotes.csv
0,K01188,bdi:100840604,bdi,I1HU83,target_eukaryotes.csv
0,K01188,bdi:100838459,bdi,I1HUV1,target_eukaryotes.csv
0,K01188,bdi:100827055,bdi,I1HK62,target_eukaryotes.csv
0,K01188,bdi:100836659,bdi,A0A0Q3M345,target_eukaryotes.csv
0,K01188,bdi:100822045,bdi,I1I8G4,target_eukaryotes.csv
0,K01188,bdi:100830130,bdi,I1HW29,target_eukaryotes.csv
0,K01188,bdi:100835346,bdi,I1IAG3,target_eukaryotes.csv
0,K01188,bdi:100824027,bdi,I1IRQ1,target_eukaryotes.csv
0,K01188,bdi:100824742,bdi,I1IRQ2,target_eukaryotes.csv
0,K01188,bdi:100822990,bdi,I1IRQ6,target_eukaryotes.csv
0,K01188,zma:732807,zma,Q41761,target_eukaryotes.csv
0,K01188,zma:100174972,zma,B5AK47,target_eukaryotes.csv
0,K01188,zma:100279348,zma,B7ZXQ4,target_eukaryotes.csv
0,K01188,zma:100279909,zma,C0HE98,target_eukaryotes.csv
0,K01188,zma:100280071,zma,B8A1R1,target_eukaryotes.csv
0,K01188,zma:100281760,zma,B6SYH1,target_eukaryotes.csv
0,K01188,zma:100501315,zma,C4J2I7,target_eukaryotes.csv
0,K01188,zma:100502335,zma,C4JAJ7,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_75234,smo,D8QQG8,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_163827,smo,D8QQH4,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_169039,smo,D8R8G3,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_267120,smo,D8R8G0,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_88863,smo,D8R942,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_98083,smo,D8RPP8,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_153534,smo,D8S8X6,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_268319,smo,D8S991,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_157260,smo,D8SPR4,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_271823,smo,D8SRR2,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_235275,smo,D8SVN7,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_183841,smo,D8SYE3,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_127964,smo,D8SYE4,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_135249,smo,D8T9U7,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_135673,smo,D8TAL2,target_eukaryotes.csv
0,K01188,smo:SELMODRAFT_138399,smo,D8RPP8,target_eukaryotes.csv
0,K01188,ncr:NCU00130,ncr,U9W8B8,target_eukaryotes.csv
0,K01188,ani:ANIA_10124,ani,C8VQG4,target_eukaryotes.csv
0,K01188,cng:CNAG_02588,cng,J9VNB9,target_eukaryotes.csv
0,K01188,scm:SCHCO_057050,scm,D8Q888,target_eukaryotes.csv
0,K01188,tps:THAPSDRAFT_28413,tps,B8C3P6,target_eukaryotes.csv
0,K01188,ehx:EMIHUDRAFT_103655,ehx,R1DGY3,target_eukaryotes.csv
0,K01188,ngr:NAEGRDRAFT_68368,ngr,D2VHL5,target_eukaryotes.csv
