,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01939,eco:b4177,eco,P0A7D4,target_prokaryotes.csv
0,K01939,sfl:SF4332,sfl,Q83P33,target_prokaryotes.csv
0,K01939,kpn:KPN_04576,kpn,A6TH93,target_prokaryotes.csv
0,K01939,ype:YPO0378,ype,Q8ZIV7,target_prokaryotes.csv
0,K01939,bab:bbp_511,bab,P59428,target_prokaryotes.csv
0,K01939,hin:HI_1633,hin,P45283,target_prokaryotes.csv
0,K01939,vch:VC_2602,vch,Q9KNX8,target_prokaryotes.csv
0,K01939,pae:PA4938,pae,Q9HUM6,target_prokaryotes.csv
0,K01939,aeo:O23A_p2402,aeo,A0A1Z1NQY1,target_prokaryotes.csv
0,K01939,ngo:NGO_0398,ngo,Q5F9J5,target_prokaryotes.csv
0,K01939,bpe:BP2188,bpe,Q7VWM1,target_prokaryotes.csv
0,K01939,ais:BUW96_01285,ais,A0A6S7FA28,target_prokaryotes.csv
0,K01939,rle:RL3768,rle,Q1MCS2,target_prokaryotes.csv
0,K01939,hpy:HP_0255,hpy,P56137,target_prokaryotes.csv
0,K01939,tdn:Suden_0075,tdn,Q30UH5,target_prokaryotes.csv
0,K01939,cje:Cj1498c,cje,Q9PMG4,target_prokaryotes.csv
0,K01939,bsu:BSU40420,bsu,P29726,target_prokaryotes.csv
0,K01939,ban:BA_5716,ban,Q81JI9,target_prokaryotes.csv
0,K01939,sau:SA0016,sau,P99099,target_prokaryotes.csv
0,K01939,sac:SACOL0018,sac,Q5HJX8,target_prokaryotes.csv
0,K01939,sep:SE_0016,sep,Q8CQK1,target_prokaryotes.csv
0,K01939,lmo:lmo0055,lmo,Q8YAR1,target_prokaryotes.csv
0,K01939,lin:purA,lin,Q92FQ5,target_prokaryotes.csv
0,K01939,lla:L12179,lla,Q9CE93,target_prokaryotes.csv
0,K01939,spy:SPy_0160,spy,Q9A1P8,target_prokaryotes.csv
0,K01939,spn:SP_0019,spn,P65887,target_prokaryotes.csv
0,K01939,lac:LBA1892,lac,Q5FHY4,target_prokaryotes.csv
0,K01939,efa:EF0014,efa,Q839Y4,target_prokaryotes.csv
0,K01939,cbo:CBO3616,cbo,A5I7Y9,target_prokaryotes.csv
0,K01939,mtu:Rv0357c,mtu,P9WHN3,target_prokaryotes.csv
0,K01939,msm:MSMEG_0759,msm,A0QQH7,target_prokaryotes.csv
0,K01939,cdi:DIP2063,cdi,Q6NF38,target_prokaryotes.csv
0,K01939,cdo:CDOO_12035,cdo,A0A097IIG8,target_prokaryotes.csv
0,K01939,pac:PPA1994,pac,Q6A6A3,target_prokaryotes.csv
0,K01939,sen:SACE_7173,sen,A4FQK6,target_prokaryotes.csv
0,K01939,ana:alr4784,ana,Q8YMZ0,target_prokaryotes.csv
0,K01939,dra:DR_0035,dra,Q9RYB5,target_prokaryotes.csv
0,K01939,aba:Acid345_3868,aba,Q1IJT2,target_prokaryotes.csv
0,K01939,fnu:FN1605,fnu,P58793,target_prokaryotes.csv
0,K01939,bfr:BF3421,bfr,Q64QR7,target_prokaryotes.csv
0,K01939,tma:TM1096,tma,Q9X0I1,target_prokaryotes.csv
