,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01809,mcc:722129,mcc,G7MYC5,target_eukaryotes.csv
0,K01809,mmu:110119,mmu,Q924M7,target_eukaryotes.csv
0,K01809,rno:300741,rno,Q68FX1,target_eukaryotes.csv
0,K01809,maua:101824154,maua,A0A1U7QCS9,target_eukaryotes.csv
0,K01809,hgl:101711803,hgl,G5AL67,target_eukaryotes.csv
0,K01809,cfa:478369,cfa,A0A8I3P413,target_eukaryotes.csv
0,K01809,mpuf:101679187,mpuf,A0A8U0MW46,target_eukaryotes.csv
0,K01809,fca:101082316,fca,A0A5F5XIZ8,target_eukaryotes.csv
0,K01809,gga:769765,gga,A0A1D5Q008,target_eukaryotes.csv
0,K01809,acs:100553935,acs,H9GNX5,target_eukaryotes.csv
0,K01809,xla:108711318,xla,A0A8J0UV87,target_eukaryotes.csv
0,K01809,xla:733350,xla,A0A8J0UWU0,target_eukaryotes.csv
0,K01809,dre:613246,dre,Q3ZB95,target_eukaryotes.csv
0,K01809,amex:103046304,amex,A0A8B9K0R9,target_eukaryotes.csv
0,K01809,pret:103465971,pret,A0A3P9PED3,target_eukaryotes.csv
0,K01809,nfu:107380834,nfu,A0A1A8VDA8,target_eukaryotes.csv
0,K01809,bfo:118403832,bfo,C3Y7W9,target_eukaryotes.csv
0,K01809,bfo:118428177,bfo,A0A9J7M3G6,target_eukaryotes.csv
0,K01809,cin:100179626,cin,F7B5B2,target_eukaryotes.csv
0,K01809,spu:574815,spu,A0A7M7RBS3,target_eukaryotes.csv
0,K01809,dme:Dmel_CG8417,dme,Q9VH77,target_eukaryotes.csv
0,K01809,tca:663970,tca,D1ZZV1,target_eukaryotes.csv
0,K01809,dpx:DAPPUDRAFT_128126,dpx,E9GEW1,target_eukaryotes.csv
0,K01809,cel:CELE_ZK632.4,cel,P34650,target_eukaryotes.csv
0,K01809,cel:CELE_C05C8.7,cel,O16315,target_eukaryotes.csv
0,K01809,nve:5509476,nve,A7SEE9,target_eukaryotes.csv
0,K01809,tad:TRIADDRAFT_30639,tad,B3S7P3,target_eukaryotes.csv
0,K01809,ath:AT1G67070,ath,Q9FZH5,target_eukaryotes.csv
0,K01809,ath:AT3G02570,ath,Q9M884,target_eukaryotes.csv
0,K01809,mtr:25497434,mtr,A0A072TVL2,target_eukaryotes.csv
0,K01809,osa:4350861,osa,Q2R1L4,target_eukaryotes.csv
0,K01809,osa:4325991,osa,Q9FTR6,target_eukaryotes.csv
0,K01809,bdi:100835530,bdi,I1HBM0,target_eukaryotes.csv
0,K01809,bdi:100843298,bdi,I1IKK4,target_eukaryotes.csv
0,K01809,zma:100272536,zma,B4FP68,target_eukaryotes.csv
0,K01809,zma:100272600,zma,B4FPI5,target_eukaryotes.csv
0,K01809,smo:SELMODRAFT_125724,smo,D8SVH8,target_eukaryotes.csv
0,K01809,smo:SELMODRAFT_129293,smo,D8SVH8,target_eukaryotes.csv
0,K01809,sce:YER003C,sce,P29952,target_eukaryotes.csv
0,K01809,ppa:PAS_chr3_1115,ppa,C4R6J6,target_eukaryotes.csv
0,K01809,ncr:NCU07165,ncr,Q870Y1,target_eukaryotes.csv
0,K01809,ncr:NCU02322,ncr,Q7S4U2,target_eukaryotes.csv
0,K01809,ani:ANIA_00667,ani,P29951,target_eukaryotes.csv
0,K01809,spo:SPBC2G2.16,spo,O43014,target_eukaryotes.csv
0,K01809,cne:CNI02370,cne,Q9HFU4,target_eukaryotes.csv
0,K01809,cne:CNJ01750,cne,Q5KAG8,target_eukaryotes.csv
0,K01809,cng:CNAG_04312,cng,J9VS07,target_eukaryotes.csv
0,K01809,cng:CNAG_04744,cng,J9W0C1,target_eukaryotes.csv
0,K01809,scm:SCHCO_02634915,scm,D8QCF3,target_eukaryotes.csv
0,K01809,scm:SCHCO_02620263,scm,D8Q279,target_eukaryotes.csv
0,K01809,uma:UMAG_06167,uma,A0A0D1BUK2,target_eukaryotes.csv
0,K01809,ddi:DDB_G0284685,ddi,Q54PA0,target_eukaryotes.csv
0,K01809,tet:TTHERM_00684730,tet,I7MMI6,target_eukaryotes.csv
0,K01809,tps:THAPSDRAFT_9679,tps,B8CBZ4,target_eukaryotes.csv
0,K01809,ehx:EMIHUDRAFT_52642,ehx,R1ERK6,target_eukaryotes.csv
0,K01809,ehx:EMIHUDRAFT_52327,ehx,R1BN97,target_eukaryotes.csv
0,K01809,ngr:NAEGRDRAFT_80292,ngr,D2VKC9,target_eukaryotes.csv
