,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K11262,mcc:714218,mcc,F7H9H5,target_eukaryotes.csv
0,K11262,mmu:107476,mmu,Q5SWU9,target_eukaryotes.csv
0,K11262,rno:60581,rno,P11497,target_eukaryotes.csv
0,K11262,maua:101829270,maua,A0A1U8C2R7,target_eukaryotes.csv
0,K11262,cpoc:100733410,cpoc,H0V6W7,target_eukaryotes.csv
0,K11262,cfa:491130,cfa,A0A8C0RX08,target_eukaryotes.csv
0,K11262,mpuf:101683917,mpuf,M3YUC2,target_eukaryotes.csv
0,K11262,gga:396504,gga,P11029,target_eukaryotes.csv
0,K11262,xla:108709507,xla,A0A1L8H7I7,target_eukaryotes.csv
0,K11262,xla:108707483,xla,A0A8J1M974,target_eukaryotes.csv
0,K11262,dre:559403,dre,A0A8M1NZ82,target_eukaryotes.csv
0,K11262,nfu:107386596,nfu,A0A1A8A9C5,target_eukaryotes.csv
0,K11262,bfo:118407454,bfo,A0A9J7HSU5,target_eukaryotes.csv
0,K11262,dme:Dmel_CG11198,dme,Q7JV23,target_eukaryotes.csv
0,K11262,dpx:DAPPUDRAFT_222043,dpx,E9G1C9,target_eukaryotes.csv
0,K11262,cel:CELE_W09B6.1,cel,H2L0M0,target_eukaryotes.csv
0,K11262,nve:5515660,nve,A7RXZ3,target_eukaryotes.csv
0,K11262,tad:TRIADDRAFT_22916,tad,B3RSH2,target_eukaryotes.csv
0,K11262,ath:AT1G36160,ath,Q38970,target_eukaryotes.csv
0,K11262,ath:AT1G36180,ath,F4I1L3,target_eukaryotes.csv
0,K11262,mtr:25489411,mtr,A0A072V0K6,target_eukaryotes.csv
0,K11262,mtr:25489412,mtr,G8A394,target_eukaryotes.csv
0,K11262,osa:4348450,osa,Q8S6N5,target_eukaryotes.csv
0,K11262,osa:4338322,osa,B9FK36,target_eukaryotes.csv
0,K11262,bdi:100846375,bdi,I1IWF2,target_eukaryotes.csv
0,K11262,bdi:100834926,bdi,A0A0Q3JE04,target_eukaryotes.csv
0,K11262,zma:542319,zma,Q41743,target_eukaryotes.csv
0,K11262,zma:100037775,zma,A0A1D6J3L1,target_eukaryotes.csv
0,K11262,smo:SELMODRAFT_447020,smo,D8SW33,target_eukaryotes.csv
0,K11262,sce:YMR207C,sce,P32874,target_eukaryotes.csv
0,K11262,sce:YNR016C,sce,Q00955,target_eukaryotes.csv
0,K11262,ppa:PAS_chr1-4_0249,ppa,C4QXW1,target_eukaryotes.csv
0,K11262,ncr:NCU08535,ncr,Q7SBL5,target_eukaryotes.csv
0,K11262,ani:ANIA_06126,ani,G5EAT9,target_eukaryotes.csv
0,K11262,spo:SPAC56E4.04c,spo,P78820,target_eukaryotes.csv
0,K11262,cne:CNF02180,cne,Q5KFC9,target_eukaryotes.csv
0,K11262,cng:CNAG_05759,cng,J9VTZ1,target_eukaryotes.csv
0,K11262,uma:UMAG_04629,uma,A0A0D1DYD5,target_eukaryotes.csv
0,K11262,ddi:DDB_G0288387,ddi,Q54J08,target_eukaryotes.csv
0,K11262,tps:THAPSDRAFT_12234,tps,B8BVD1,target_eukaryotes.csv
0,K11262,tps:THAPS_6770,tps,B5YMF5,target_eukaryotes.csv
0,K11262,ngr:NAEGRDRAFT_59984,ngr,D2W323,target_eukaryotes.csv
