,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00075,eco:b3972,eco,P08373,target_prokaryotes.csv
0,K00075,sfl:SF4050,sfl,Q83PC7,target_prokaryotes.csv
0,K00075,kpn:KPN_04350,kpn,A6TGM9,target_prokaryotes.csv
0,K00075,ype:YPO3760,ype,Q8ZAN4,target_prokaryotes.csv
0,K00075,bab:bbp_046,bab,P59450,target_prokaryotes.csv
0,K00075,hin:HI_0268,hin,P44605,target_prokaryotes.csv
0,K00075,vch:VC_0318,vch,Q9KV40,target_prokaryotes.csv
0,K00075,pae:PA2977,pae,Q9HZM7,target_prokaryotes.csv
0,K00075,aeo:O23A_p3979,aeo,A0A1Z1NW30,target_prokaryotes.csv
0,K00075,ngo:NGO_0394,ngo,Q5F9J9,target_prokaryotes.csv
0,K00075,bpe:BP2510,bpe,Q9X6Y8,target_prokaryotes.csv
0,K00075,rri:A1G_01905,rri,A8GRC0,target_prokaryotes.csv
0,K00075,rle:RL3305,rle,Q1ME35,target_prokaryotes.csv
0,K00075,hpy:HP_1418,hpy,O25963,target_prokaryotes.csv
0,K00075,tdn:Suden_2006,tdn,Q30P01,target_prokaryotes.csv
0,K00075,cje:Cj1676,cje,Q9PM01,target_prokaryotes.csv
0,K00075,bsu:BSU15230,bsu,P18579,target_prokaryotes.csv
0,K00075,ban:BA_4048,ban,Q81WD1,target_prokaryotes.csv
0,K00075,ban:BA_5315,ban,Q81XC5,target_prokaryotes.csv
0,K00075,sau:SA0693,sau,P65463,target_prokaryotes.csv
0,K00075,sac:SACOL0801,sac,Q5HHT2,target_prokaryotes.csv
0,K00075,sep:SE_0520,sep,Q8CPZ7,target_prokaryotes.csv
0,K00075,lmo:lmo1420,lmo,Q8Y776,target_prokaryotes.csv
0,K00075,lin:lin1459,lin,Q92BT5,target_prokaryotes.csv
0,K00075,lla:L173881,lla,Q9CGD5,target_prokaryotes.csv
0,K00075,spy:SPy_1101,spy,Q99ZS9,target_prokaryotes.csv
0,K00075,spn:SP_1390,spn,P65466,target_prokaryotes.csv
0,K00075,lac:LBA0708,lac,Q5FL42,target_prokaryotes.csv
0,K00075,efa:EF2489,efa,Q831L5,target_prokaryotes.csv
0,K00075,efa:EF2733,efa,Q830P3,target_prokaryotes.csv
0,K00075,cbo:CBO3378,cbo,A5I7A3,target_prokaryotes.csv
0,K00075,mtu:Rv0482,mtu,P9WJL9,target_prokaryotes.csv
0,K00075,msm:MSMEG_0928,msm,A0QQZ3,target_prokaryotes.csv
0,K00075,cdi:DIP0384,cdi,P61434,target_prokaryotes.csv
0,K00075,cdo:CDOO_02270,cdo,A0A097IDL2,target_prokaryotes.csv
0,K00075,pac:PPA1894,pac,Q6A6J8,target_prokaryotes.csv
0,K00075,sen:SACE_6978,sen,A4FQ15,target_prokaryotes.csv
0,K00075,ana:alr5066,ana,Q8YM74,target_prokaryotes.csv
0,K00075,dra:DR_0628,dra,Q9RWN8,target_prokaryotes.csv
0,K00075,ctr:CT_831,ctr,P0CD77,target_prokaryotes.csv
0,K00075,bbu:BB_0598,bbu,O51544,target_prokaryotes.csv
0,K00075,tpa:TP_0090,tpa,O83128,target_prokaryotes.csv
0,K00075,aba:Acid345_1879,aba,Q1IQH0,target_prokaryotes.csv
0,K00075,fnu:FN1455,fnu,Q8RDQ3,target_prokaryotes.csv
0,K00075,bfr:BF2985,bfr,Q64RZ8,target_prokaryotes.csv
0,K00075,tma:TM1714,tma,Q9X239,target_prokaryotes.csv
