,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K02111,eco:b3734,eco,P0ABB0,target_prokaryotes.csv
0,K02111,sfl:SF3814,sfl,P0ABB3,target_prokaryotes.csv
0,K02111,kpn:KPN_04139,kpn,A6TG38,target_prokaryotes.csv
0,K02111,ype:YPO4123,ype,Q8Z9S4,target_prokaryotes.csv
0,K02111,bab:bbp_006,bab,Q89B41,target_prokaryotes.csv
0,K02111,hin:HI_0481,hin,P43714,target_prokaryotes.csv
0,K02111,vch:VC_2766,vch,Q9KNH3,target_prokaryotes.csv
0,K02111,pae:PA5556,pae,Q9HT18,target_prokaryotes.csv
0,K02111,aeo:O23A_p3669,aeo,A0A0W0B158,target_prokaryotes.csv
0,K02111,ngo:NGO_2148,ngo,Q5F4Z2,target_prokaryotes.csv
0,K02111,bpe:BP3286,bpe,Q7VU46,target_prokaryotes.csv
0,K02111,ais:BUW96_27660,ais,A0A6S7FM69,target_prokaryotes.csv
0,K02111,rri:A1G_06770,rri,A8GTS8,target_prokaryotes.csv
0,K02111,rle:RL4409,rle,Q1MAZ0,target_prokaryotes.csv
0,K02111,hpy:HP_1134,hpy,P55987,target_prokaryotes.csv
0,K02111,tdn:Suden_1405,tdn,Q30QP9,target_prokaryotes.csv
0,K02111,cje:Cj0105,cje,Q9PJ21,target_prokaryotes.csv
0,K02111,bsu:BSU36830,bsu,P37808,target_prokaryotes.csv
0,K02111,ban:BA_5549,ban,Q81JZ3,target_prokaryotes.csv
0,K02111,sau:SA1907,sau,P99111,target_prokaryotes.csv
0,K02111,sac:SACOL2097,sac,Q5HE95,target_prokaryotes.csv
0,K02111,sep:SE_1702,sep,Q8CNJ5,target_prokaryotes.csv
0,K02111,lmo:lmo0090,lmo,Q8YAM8,target_prokaryotes.csv
0,K02111,lmo:lmo2531,lmo,Q8Y4C0,target_prokaryotes.csv
0,K02111,lin:lin0136,lin,Q92FH0,target_prokaryotes.csv
0,K02111,lin:atpA,lin,Q927W2,target_prokaryotes.csv
0,K02111,lla:L8990,lla,Q9CER8,target_prokaryotes.csv
0,K02111,spy:SPy_0758,spy,Q9A0I9,target_prokaryotes.csv
0,K02111,spn:SP_1510,spn,Q97PT4,target_prokaryotes.csv
0,K02111,lac:LBA0776,lac,Q5FKY2,target_prokaryotes.csv
0,K02111,efa:EF2610,efa,Q831A3,target_prokaryotes.csv
0,K02111,cbo:CBO0154,cbo,A5HY50,target_prokaryotes.csv
0,K02111,mpn:MPN_600,mpn,Q50329,target_prokaryotes.csv
0,K02111,mtu:Rv1308,mtu,P9WPU7,target_prokaryotes.csv
0,K02111,msm:MSMEG_4938,msm,A0R202,target_prokaryotes.csv
0,K02111,cdi:DIP1050,cdi,Q6NHT1,target_prokaryotes.csv
0,K02111,cdo:CDOO_05995,cdo,A0A097IFG6,target_prokaryotes.csv
0,K02111,pac:PPA1241,pac,Q6A8C5,target_prokaryotes.csv
0,K02111,sen:SACE_6282,sen,A4FN29,target_prokaryotes.csv
0,K02111,ana:all0005,ana,P12405,target_prokaryotes.csv
0,K02111,aba:Acid345_4334,aba,Q1IIG6,target_prokaryotes.csv
0,K02111,fnu:FN0360,fnu,Q8RGE0,target_prokaryotes.csv
0,K02111,bfr:BF2178,bfr,Q64UA4,target_prokaryotes.csv
0,K02111,tma:TM1612,tma,Q9X1U7,target_prokaryotes.csv
