,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K01187,eco:b0403,eco,P21517,target_prokaryotes.csv
0,K01187,sfl:SF0340,sfl,Q83SG8,target_prokaryotes.csv
0,K01187,kpn:KPN_00344,kpn,A6T5C5,target_prokaryotes.csv
0,K01187,kpn:KPN_00852,kpn,A6T6R7,target_prokaryotes.csv
0,K01187,ype:YPO0848,ype,A0A5P8YCV6,target_prokaryotes.csv
0,K01187,ype:YPO3200,ype,A0A0H2W174,target_prokaryotes.csv
0,K01187,aeo:O23A_p3866,aeo,A0A1Z1NV42,target_prokaryotes.csv
0,K01187,rle:RL0748,rle,Q1MLB1,target_prokaryotes.csv
0,K01187,rle:RL3542,rle,Q1MDE7,target_prokaryotes.csv
0,K01187,bsu:BSU31290,bsu,O05242,target_prokaryotes.csv
0,K01187,ban:BA_0371,ban,A0A6H3A9T3,target_prokaryotes.csv
0,K01187,sau:SA1338,sau,A0A0H3JM11,target_prokaryotes.csv
0,K01187,sac:SACOL1551,sac,A0A0H2WWF4,target_prokaryotes.csv
0,K01187,sep:SE_1191,sep,A0A0H2VGB4,target_prokaryotes.csv
0,K01187,lmo:lmo0183,lmo,Q8YAE7,target_prokaryotes.csv
0,K01187,lin:lin0222,lin,Q92F84,target_prokaryotes.csv
0,K01187,lla:L128691,lla,Q9CF03,target_prokaryotes.csv
0,K01187,lac:LBA1812,lac,Q5FI60,target_prokaryotes.csv
0,K01187,lac:LBA1872,lac,Q5FI02,target_prokaryotes.csv
0,K01187,efa:EF1349,efa,Q835M8,target_prokaryotes.csv
0,K01187,efa:EF1602,efa,Q834P1,target_prokaryotes.csv
0,K01187,cbo:CBO1604,cbo,A5I276,target_prokaryotes.csv
0,K01187,mtu:Rv2471,mtu,O53198,target_prokaryotes.csv
0,K01187,msm:MSMEG_4696,msm,A0R1B9,target_prokaryotes.csv
0,K01187,cdi:DIP0532,cdi,Q6NJ80,target_prokaryotes.csv
0,K01187,pac:PPA1630,pac,Q6A798,target_prokaryotes.csv
0,K01187,pac:PPA2332,pac,Q6A5C7,target_prokaryotes.csv
0,K01187,sen:SACE_1330,sen,A4F9C8,target_prokaryotes.csv
0,K01187,sen:SACE_1668,sen,A4FAB2,target_prokaryotes.csv
0,K01187,sen:SACE_4257,sen,A4FHK1,target_prokaryotes.csv
0,K01187,sen:SACE_5058,sen,A4FJU3,target_prokaryotes.csv
0,K01187,sen:SACE_6260,sen,A4FN07,target_prokaryotes.csv
0,K01187,ana:alr4773,ana,Q8YN00,target_prokaryotes.csv
0,K01187,ana:alr5331,ana,Q8YLG7,target_prokaryotes.csv
0,K01187,dra:DR_0723,dra,Q9RWE6,target_prokaryotes.csv
0,K01187,dra:DR_1375,dra,Q9RUK9,target_prokaryotes.csv
0,K01187,aba:Acid345_0356,aba,Q1IUT9,target_prokaryotes.csv
0,K01187,aba:Acid345_0650,aba,Q1ITZ5,target_prokaryotes.csv
0,K01187,aba:Acid345_0921,aba,Q1IT76,target_prokaryotes.csv
0,K01187,bfr:BF1323,bfr,Q64WQ4,target_prokaryotes.csv
0,K01187,bfr:BF1397,bfr,Q64WH8,target_prokaryotes.csv
0,K01187,bfr:BF3492,bfr,Q64QJ6,target_prokaryotes.csv
0,K01187,bfr:BF3988,bfr,Q64P52,target_prokaryotes.csv
