,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00164,mcc:709776,mcc,I2CYQ6,target_eukaryotes.csv
0,K00164,mcc:698854,mcc,A0A1D5RCY7,target_eukaryotes.csv
0,K00164,mmu:239017,mmu,B2RXT3,target_eukaryotes.csv
0,K00164,mmu:18293,mmu,Q60597,target_eukaryotes.csv
0,K00164,rno:360975,rno,Q5XI78,target_eukaryotes.csv
0,K00164,maua:101830451,maua,A0A1U7QF49,target_eukaryotes.csv
0,K00164,cpoc:100724083,cpoc,H0V0P6,target_eukaryotes.csv
0,K00164,cfa:477748,cfa,A0A8C0PAD7,target_eukaryotes.csv
0,K00164,mpuf:101682324,mpuf,M3Z3C0,target_eukaryotes.csv
0,K00164,mpuf:101679614,mpuf,M3YDF5,target_eukaryotes.csv
0,K00164,fca:101096048,fca,M3WCZ2,target_eukaryotes.csv
0,K00164,mlf:102425844,mlf,G1P0D1,target_eukaryotes.csv
0,K00164,gga:426429,gga,Q5ZJA7,target_eukaryotes.csv
0,K00164,clv:102093181,clv,A0A2I0MFE3,target_eukaryotes.csv
0,K00164,clv:102090775,clv,A0A2I0LJQ0,target_eukaryotes.csv
0,K00164,acs:100559079,acs,H9GM16,target_eukaryotes.csv
0,K00164,acs:100554697,acs,A0A803SLL5,target_eukaryotes.csv
0,K00164,xla:399021,xla,Q6P6Z8,target_eukaryotes.csv
0,K00164,xla:444121,xla,Q6GPC8,target_eukaryotes.csv
0,K00164,xla:447370,xla,Q68EW0,target_eukaryotes.csv
0,K00164,dre:564552,dre,A0A0R4IP01,target_eukaryotes.csv
0,K00164,dre:797715,dre,E7EZ05,target_eukaryotes.csv
0,K00164,dre:559207,dre,E7FGK9,target_eukaryotes.csv
0,K00164,amex:103043721,amex,A0A8B9LCF6,target_eukaryotes.csv
0,K00164,amex:103040949,amex,A0A8T2KWF8,target_eukaryotes.csv
0,K00164,tru:101064136,tru,H2U2D8,target_eukaryotes.csv
0,K00164,ola:101160253,ola,H2L5W7,target_eukaryotes.csv
0,K00164,nfu:107386155,nfu,A0A8C6KUN0,target_eukaryotes.csv
0,K00164,nfu:107395926,nfu,A0A9D2YB18,target_eukaryotes.csv
0,K00164,bfo:118411164,bfo,A0A9J7KS10,target_eukaryotes.csv
0,K00164,dme:Dmel_CG33791,dme,Q0E8J6,target_eukaryotes.csv
0,K00164,dme:Dmel_CG11661,dme,A8JNU6,target_eukaryotes.csv
0,K00164,tca:663572,tca,D6WZ76,target_eukaryotes.csv
0,K00164,dpx:DAPPUDRAFT_197428,dpx,E9GLV0,target_eukaryotes.csv
0,K00164,cel:CELE_T22B11.5,cel,O61199,target_eukaryotes.csv
0,K00164,nve:5508649,nve,A7SGK7,target_eukaryotes.csv
0,K00164,tad:TRIADDRAFT_23841,tad,B3RW26,target_eukaryotes.csv
0,K00164,ath:AT3G55410,ath,F4IWV2,target_eukaryotes.csv
0,K00164,ath:AT5G65750,ath,Q9FLH2,target_eukaryotes.csv
0,K00164,mtr:11443322,mtr,G7KVS0,target_eukaryotes.csv
0,K00164,mtr:25485706,mtr,A0A072W2L0,target_eukaryotes.csv
0,K00164,osa:4335673,osa,A0A0P0W9W2,target_eukaryotes.csv
0,K00164,osa:4344403,osa,Q0D3B2,target_eukaryotes.csv
0,K00164,bdi:100838957,bdi,I1IX46,target_eukaryotes.csv
0,K00164,bdi:100839262,bdi,I1IX47,target_eukaryotes.csv
0,K00164,zma:100383412,zma,C0PFT6,target_eukaryotes.csv
0,K00164,zma:100383579,zma,C0PHB0,target_eukaryotes.csv
0,K00164,smo:SELMODRAFT_83943,smo,D8R4B2,target_eukaryotes.csv
0,K00164,smo:SELMODRAFT_93779,smo,D8RHR0,target_eukaryotes.csv
0,K00164,smo:SELMODRAFT_95372,smo,D8RKE7,target_eukaryotes.csv
0,K00164,smo:SELMODRAFT_152569,smo,D8S4X1,target_eukaryotes.csv
0,K00164,sce:YIL125W,sce,P20967,target_eukaryotes.csv
0,K00164,ppa:PAS_chr2-1_0089,ppa,C4QZL6,target_eukaryotes.csv
0,K00164,ncr:NCU05425,ncr,Q7SC30,target_eukaryotes.csv
0,K00164,ani:ANIA_05571,ani,Q5B1K9,target_eukaryotes.csv
0,K00164,spo:SPBC3H7.03c,spo,O74378,target_eukaryotes.csv
0,K00164,cne:CNB01730,cne,Q5KMH0,target_eukaryotes.csv
0,K00164,cng:CNAG_03674,cng,J9VKN8,target_eukaryotes.csv
0,K00164,scm:SCHCO_02614888,scm,D8PZN4,target_eukaryotes.csv
0,K00164,uma:UMAG_10533,uma,A0A0D1DXV9,target_eukaryotes.csv
0,K00164,ddi:DDB_G0288127,ddi,Q54JE4,target_eukaryotes.csv
0,K00164,tet:TTHERM_00268070,tet,I7M7R4,target_eukaryotes.csv
0,K00164,tet:TTHERM_00193640,tet,Q23KH1,target_eukaryotes.csv
0,K00164,tps:THAPSDRAFT_269718,tps,B8CBX3,target_eukaryotes.csv
0,K00164,ngr:NAEGRDRAFT_37962,ngr,D2V465,target_eukaryotes.csv
