,ko_id,gene_name,kegg_organism_code,uniprot_id,organisms_list
0,K00088,eco:b2508,eco,P0ADG7,target_prokaryotes.csv
0,K00088,sfl:SF2554,sfl,P0ADG9,target_prokaryotes.csv
0,K00088,kpn:KPN_02834,kpn,A6TCC3,target_prokaryotes.csv
0,K00088,ype:YPO2871,ype,Q0WD32,target_prokaryotes.csv
0,K00088,hin:HI_0221,hin,P44334,target_prokaryotes.csv
0,K00088,vch:VC_0767,vch,Q9KTW3,target_prokaryotes.csv
0,K00088,pae:PA3770,pae,Q9HXM5,target_prokaryotes.csv
0,K00088,aeo:O23A_p1159,aeo,A0A0W0AS09,target_prokaryotes.csv
0,K00088,ngo:NGO_0799,ngo,Q5F8H4,target_prokaryotes.csv
0,K00088,bpe:BP2625,bpe,Q7VVM3,target_prokaryotes.csv
0,K00088,ais:BUW96_08430,ais,A0A6S7EXC0,target_prokaryotes.csv
0,K00088,rle:RL0847,rle,Q1ML11,target_prokaryotes.csv
0,K00088,hpy:HP_0829,hpy,P56088,target_prokaryotes.csv
0,K00088,tdn:Suden_0770,tdn,Q30SI2,target_prokaryotes.csv
0,K00088,cje:Cj1058c,cje,Q0P9J4,target_prokaryotes.csv
0,K00088,bsu:BSU00090,bsu,P21879,target_prokaryotes.csv
0,K00088,ban:BA_0008,ban,A0A6H3A7R4,target_prokaryotes.csv
0,K00088,sau:SA0375,sau,P99106,target_prokaryotes.csv
0,K00088,sac:SACOL0460,sac,Q5HIQ7,target_prokaryotes.csv
0,K00088,sep:SE_2348,sep,Q8CMQ7,target_prokaryotes.csv
0,K00088,lmo:lmo0132,lmo,Q8YAJ3,target_prokaryotes.csv
0,K00088,lmo:lmo2758,lmo,Q926Y9,target_prokaryotes.csv
0,K00088,lin:lin0179,lin,Q92FC7,target_prokaryotes.csv
0,K00088,lin:guaB,lin,Q7ANT6,target_prokaryotes.csv
0,K00088,lla:L21264,lla,Q9CIY6,target_prokaryotes.csv
0,K00088,spy:SPy_2206,spy,P0C0H7,target_prokaryotes.csv
0,K00088,spn:SP_2228,spn,A0A0H2USM1,target_prokaryotes.csv
0,K00088,lac:LBA0199,lac,Q5FMI0,target_prokaryotes.csv
0,K00088,efa:EF3293,efa,Q82YY8,target_prokaryotes.csv
0,K00088,cbo:CBO3296,cbo,A5I721,target_prokaryotes.csv
0,K00088,mtu:Rv3410c,mtu,P9WKI5,target_prokaryotes.csv
0,K00088,mtu:Rv3411c,mtu,P9WKI7,target_prokaryotes.csv
0,K00088,msm:MSMEG_1602,msm,A0QSU3,target_prokaryotes.csv
0,K00088,msm:MSMEG_1603,msm,A0QSU4,target_prokaryotes.csv
0,K00088,cdi:DIP0580,cdi,Q6NJ33,target_prokaryotes.csv
0,K00088,cdi:DIP0581,cdi,Q6NJ32,target_prokaryotes.csv
0,K00088,cdo:CDOO_03215,cdo,A0A097IE13,target_prokaryotes.csv
0,K00088,cdo:CDOO_03220,cdo,A0A097IDZ7,target_prokaryotes.csv
0,K00088,pac:PPA1767,pac,Q6A6W7,target_prokaryotes.csv
0,K00088,pac:PPA1768,pac,Q6A6W6,target_prokaryotes.csv
0,K00088,sen:SACE_6707,sen,A4FP98,target_prokaryotes.csv
0,K00088,sen:SACE_6708,sen,A4FP99,target_prokaryotes.csv
0,K00088,ana:alr0051,ana,Q8Z0N9,target_prokaryotes.csv
0,K00088,dra:DR_1878,dra,Q9RT87,target_prokaryotes.csv
